Date,close,YLD_CNV_LAST
2019-06-28,107.287,5.065
2019-07-01,107.735,5.032
2019-07-02,107.907,5.02
2019-07-03,108.196,4.999
2019-07-05,107.874,5.022
2019-07-08,108.049,5.009
2019-07-09,108.399,4.984
2019-07-10,108.781,4.956
2019-07-11,109.056,4.936
2019-07-12,109.305,4.918
2019-07-15,109.693,4.891
2019-07-16,109.482,4.906
2019-07-17,109.701,4.89
2019-07-18,109.945,4.872
2019-07-19,109.918,4.874
2019-07-22,110.185,4.855
2019-07-23,110.432,4.838
2019-07-24,111.083,4.792
2019-07-25,111.347,4.773
2019-07-26,111.585,4.757
2019-07-29,111.728,4.747
2019-07-30,111.625,4.754
2019-07-31,111.809,4.741
2019-08-01,112.181,4.715
2019-08-02,112.305,4.707
2019-08-05,112.287,4.708
2019-08-06,112.577,4.688
2019-08-07,113.618,4.617
2019-08-08,113.841,4.601
2019-08-09,113.772,4.606
2019-08-12,113.521,4.623
2019-08-13,113.488,4.625
2019-08-14,113.648,4.614
2019-08-15,113.552,4.62
2019-08-16,113.83,4.601
2019-08-19,113.642,4.614
2019-08-20,113.713,4.609
2019-08-21,113.836,4.601
2019-08-22,113.861,4.599
2019-08-23,114.05,4.586
2019-08-26,113.946,4.593
2019-08-27,113.992,4.59
2019-08-28,114.271,4.571
2019-08-29,114.478,4.557
2019-08-30,114.572,4.55
2019-09-03,114.732,4.539
2019-09-04,115.315,4.5
2019-09-05,115.038,4.519
2019-09-06,115.152,4.511
2019-09-09,114.814,4.533
2019-09-10,113.974,4.59
2019-09-11,113.89,4.596
2019-09-12,113.986,4.589
2019-09-13,112.961,4.659
2019-09-16,113.227,4.64
2019-09-17,113.436,4.626
2019-09-18,113.479,4.623
2019-09-19,113.562,4.617
2019-09-20,113.516,4.62
2019-09-23,113.527,4.619
2019-09-24,113.224,4.64
2019-09-25,112.567,4.685
2019-09-26,112.565,4.685
2019-09-27,112.522,4.688
2019-09-30,112.134,4.715
2019-10-01,111.745,4.742
2019-10-02,111.514,4.758
2019-10-03,111.728,4.742
2019-10-04,111.972,4.725
2019-10-07,111.645,4.748
2019-10-08,111.56,4.754
2019-10-09,111.993,4.724
2019-10-10,112.062,4.719
2019-10-11,111.885,4.731
2019-10-15,111.95,4.726
2019-10-16,111.996,4.723
2019-10-17,111.998,4.723
